Batter_Name,Age,G,PA,AB,R,H,1B,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,FBP,IBB,SO,GDP,SAC,SF,Year,Salary,WAR,Year_Born,Hand,CP,TP,AVG,OBP,SLG,OPS,P_Year,YAB,YOPS
이호준,32,8,26,25,1,5,3,2,0,0,7,2,0,0,1,0,1,0,8,1,0,0,2008,50000,-0.139,1976-02-08,우타우투,지명타자,1루수,0.2,0.231,0.28,0.511,2009,299,0.881
이호준,33,103,340,299,40,89,58,14,1,16,153,55,0,0,35,1,36,1,60,9,1,4,2009,50000,1.533,1976-02-08,우타우투,지명타자,1루수,0.298,0.369,0.512,0.881,2010,194,0.79
이호준,34,85,219,194,19,54,37,9,0,8,87,46,1,0,20,1,21,3,39,6,0,4,2010,50000,0.539,1976-02-08,우타우투,지명타자,1루수,0.278,0.342,0.448,0.79,2011,368,0.732
이호준,35,114,417,368,41,93,67,12,0,14,147,62,2,2,44,1,45,2,78,10,3,1,2011,50000,0.79,1976-02-08,우타우투,지명타자,1루수,0.253,0.333,0.399,0.732,2012,426,0.895
이호준,36,127,504,426,55,128,84,26,0,18,208,78,3,3,72,5,77,5,90,10,0,1,2012,25000,4.45,1976-02-08,우타우투,지명타자,1루수,0.3,0.407,0.488,0.895,2013,442,0.837
이호준,37,126,508,442,46,123,77,25,1,20,210,87,2,3,60,1,61,3,109,8,0,5,2013,45000,2.404,1976-02-08,우타우투,지명타자,1루수,0.278,0.362,0.475,0.837,2014,424,0.852
이호준,38,122,500,424,59,115,72,20,0,23,204,78,3,5,67,3,70,0,104,15,1,5,2014,45000,1.37,1976-02-08,우타우투,지명타자,1루수,0.271,0.371,0.481,0.852,2015,449,0.891
이호준,39,131,518,449,48,132,83,25,0,24,229,110,0,2,61,3,64,7,102,16,3,2,2015,75000,1.872,1976-02-08,우타우투,지명타자,1루수,0.294,0.381,0.51,0.891,2016,399,0.902
이호준,40,119,472,399,46,119,78,20,0,21,202,87,3,2,65,2,67,6,78,11,2,4,2016,75000,1.709,1976-02-08,우타우투,지명타자,1루수,0.298,0.396,0.506,0.902,2017,164,0.854
정근우,23,52,106,88,11,17,15,2,0,0,19,5,4,2,4,4,8,0,13,3,8,2,2005,2400,-0.501,1982-10-02,우타우투,중견수,2루수,0.193,0.255,0.216,0.471,2006,430,0.744
정근우,24,120,487,430,69,122,91,19,4,8,173,42,45,10,36,4,40,1,60,3,13,4,2006,2400,4.211,1982-10-02,우타우투,중견수,2루수,0.284,0.342,0.402,0.744,2007,341,0.879
정근우,25,111,391,341,62,110,75,24,2,9,165,44,24,10,35,6,41,0,44,6,9,0,2007,6000,4.88,1982-10-02,우타우투,중견수,2루수,0.323,0.395,0.484,0.879,2008,491,0.793
정근우,26,124,550,491,73,154,122,20,4,8,206,58,40,20,46,3,49,1,53,9,6,4,2008,11000,4.567,1982-10-02,우타우투,중견수,2루수,0.314,0.373,0.42,0.793,2009,480,0.92
정근우,27,127,565,480,98,168,126,29,4,9,232,59,53,13,67,11,78,1,55,8,2,5,2009,17000,6.862,1982-10-02,우타우투,중견수,2루수,0.35,0.437,0.483,0.92,2010,485,0.752
정근우,28,128,563,485,75,148,119,25,2,2,183,48,33,13,47,8,55,5,51,9,22,1,2010,24000,3.048,1982-10-02,우타우투,중견수,2루수,0.305,0.375,0.377,0.752,2011,326,0.804
정근우,29,90,385,326,60,100,75,19,0,6,137,40,20,9,38,4,42,2,37,10,15,2,2011,31000,2.965,1982-10-02,우타우투,중견수,2루수,0.307,0.384,0.42,0.804,2012,467,0.701
정근우,30,127,534,467,53,124,99,13,4,8,169,46,22,12,47,6,53,3,33,10,12,2,2012,31000,2.926,1982-10-02,우타우투,중견수,2루수,0.266,0.339,0.362,0.701,2013,407,0.776
정근우,31,112,476,407,64,114,83,19,3,9,166,35,28,11,50,7,57,6,48,6,11,1,2013,55000,3.203,1982-10-02,우타우투,중견수,2루수,0.28,0.368,0.408,0.776,2014,464,0.807
정근우,32,125,549,464,91,137,98,28,5,6,193,44,32,3,66,9,75,0,56,11,7,3,2014,70000,3.605,1982-10-02,우타우투,중견수,2루수,0.295,0.391,0.416,0.807,2015,468,0.869
정근우,33,126,552,468,99,148,104,30,2,12,218,66,21,6,61,8,69,1,66,14,13,2,2015,70000,4.94,1982-10-02,우타우투,중견수,2루수,0.316,0.403,0.466,0.869,2016,575,0.845
정근우,34,138,650,575,121,178,127,31,2,18,267,88,22,6,60,9,69,2,58,14,1,5,2016,70000,4.317,1982-10-02,우타우투,중견수,2루수,0.31,0.381,0.464,0.845,2017,391,0.863
정근우,35,105,442,391,73,129,96,22,0,11,184,46,6,6,32,10,42,3,48,12,5,3,2017,70000,2.884,1982-10-02,우타우투,중견수,2루수,0.33,0.392,0.471,0.863,2018,375,0.838
정근우,36,102,425,375,63,114,78,24,1,11,173,57,6,5,39,7,46,1,43,12,1,3,2018,70000,1.273,1982-10-02,우타우투,중견수,2루수,0.304,0.377,0.461,0.838,2019,277,0.688
박진만,20,115,406,361,49,102,73,21,2,6,145,38,11,7,20,7,27,0,55,5,18,0,1996,2400,2.847,1976-11-30,우타우투,3루수,유격수,0.283,0.332,0.402,0.734,1997,351,0.504
박진만,21,112,398,351,29,65,49,11,0,5,91,29,7,5,20,8,28,1,62,6,18,1,1997,4000,-0.867,1976-11-30,우타우투,3루수,유격수,0.185,0.245,0.259,0.504,1998,330,0.544
박진만,22,123,375,330,36,67,46,17,0,4,96,33,8,3,18,6,24,0,50,4,15,6,1998,3600,-0.255,1976-11-30,우타우투,3루수,유격수,0.203,0.253,0.291,0.544,1999,395,0.683
박진만,23,128,459,395,50,104,78,21,2,3,138,42,5,6,36,7,43,2,63,9,19,2,1999,5000,0.975,1976-11-30,우타우투,3루수,유격수,0.263,0.334,0.349,0.683,2000,420,0.836
박진만,24,129,477,420,67,121,72,30,4,15,204,58,0,5,36,6,42,0,76,9,11,4,2000,5500,3.505,1976-11-30,우타우투,3루수,유격수,0.288,0.35,0.486,0.836,2001,383,0.887
박진만,25,122,449,383,72,115,80,13,0,22,194,63,9,6,47,4,51,0,65,13,12,3,2001,10500,3.981,1976-11-30,우타우투,3루수,유격수,0.3,0.38,0.507,0.887,2002,401,0.675
박진만,26,126,466,401,47,88,52,24,0,12,148,57,2,5,47,5,52,2,85,6,9,4,2002,16000,1.405,1976-11-30,우타우투,3루수,유격수,0.219,0.306,0.369,0.675,2003,421,0.837
박진만,27,129,515,421,68,119,77,26,0,16,193,48,6,5,55,13,68,0,66,14,22,4,2003,17000,4.089,1976-11-30,우타우투,3루수,유격수,0.283,0.379,0.458,0.837,2004,434,0.81
박진만,28,129,506,434,65,124,89,18,0,17,193,69,6,3,48,9,57,2,67,10,10,5,2004,28000,4.032,1976-11-30,우타우투,3루수,유격수,0.286,0.365,0.445,0.81,2005,281,0.724
박진만,29,85,333,281,34,70,47,16,0,7,107,44,5,2,32,9,41,0,47,8,9,2,2005,35000,1.894,1976-11-30,우타우투,3루수,유격수,0.249,0.343,0.381,0.724,2006,382,0.812
박진만,30,115,452,382,54,108,74,22,1,11,165,65,10,6,56,7,63,0,74,6,2,5,2006,45000,4.899,1976-11-30,우타우투,3루수,유격수,0.283,0.38,0.432,0.812,2007,333,0.858
박진만,31,100,400,333,35,104,72,25,0,7,150,56,5,3,53,4,57,2,38,5,5,5,2007,55000,4.42,1976-11-30,우타우투,3루수,유격수,0.312,0.408,0.45,0.858,2008,332,0.678
박진만,32,104,391,332,28,81,61,12,3,5,114,38,5,4,44,3,47,0,50,9,9,3,2008,45000,1.765,1976-11-30,우타우투,3루수,유격수,0.244,0.335,0.343,0.678,2009,223,0.719
박진만,33,76,258,223,22,57,40,11,0,6,86,29,2,1,25,3,28,0,31,8,3,4,2009,60000,0.958,1976-11-30,우타우투,3루수,유격수,0.256,0.333,0.386,0.719,2010,131,0.667
박진만,34,46,161,131,14,31,24,5,1,1,41,14,1,2,24,1,25,0,27,1,3,2,2010,60000,0.604,1976-11-30,우타우투,3루수,유격수,0.237,0.354,0.313,0.667,2011,282,0.771
박진만,35,100,340,282,42,79,55,18,0,6,115,39,6,5,34,5,39,2,44,6,15,4,2011,25000,2.207,1976-11-30,우타우투,3루수,유격수,0.28,0.363,0.408,0.771,2012,138,0.665
박진만,36,57,161,138,12,29,16,7,1,5,53,19,3,1,14,0,14,0,27,2,8,1,2012,25000,0.618,1976-11-30,우타우투,3루수,유격수,0.21,0.281,0.384,0.665,2013,276,0.687
박진만,37,100,326,276,25,69,51,14,1,3,94,24,3,4,37,5,42,0,47,6,5,3,2013,20000,1.404,1976-11-30,우타우투,3루수,유격수,0.25,0.346,0.341,0.687,2014,32,0.575
박진만,38,19,35,32,3,8,7,1,0,0,9,2,0,1,2,0,2,0,8,0,1,0,2014,20000,0.027,1976-11-30,우타우투,3루수,유격수,0.25,0.294,0.281,0.575,2015,133,0.706
최윤석,23,47,93,76,13,7,5,2,0,0,9,2,7,1,8,1,9,0,19,1,7,1,2010,2400,-0.777,1987-03-28,우타우투,유격수,유격수,0.092,0.186,0.118,0.304,2011,156,0.696
최윤석,24,82,209,156,21,38,32,4,1,1,47,9,4,4,32,7,39,0,38,2,14,0,2011,3200,1.066,1987-03-28,우타우투,유격수,유격수,0.244,0.395,0.301,0.696,2012,170,0.612
최윤석,25,109,213,170,17,39,37,1,0,1,43,15,6,5,33,2,35,0,36,4,7,1,2012,5000,0.763,1987-03-28,우타우투,유격수,유격수,0.229,0.359,0.253,0.612,2013,67,0.595
최윤석,29,11,17,16,2,2,2,0,0,0,2,0,0,0,1,0,1,0,4,0,0,0,2016,5700,-0.423,1987-03-28,우타우투,유격수,유격수,0.125,0.176,0.125,0.301,2017,32,0.438
최윤석,30,21,33,32,3,7,7,0,0,0,7,2,0,0,0,0,0,0,6,0,1,0,2017,5200,-0.343,1987-03-28,우타우투,유격수,유격수,0.219,0.219,0.219,0.438,2018,0,
최윤석,31,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2018,4800,0.003,1987-03-28,우타우투,유격수,유격수,,1,,,2019,12,0.65
조동화,20,6,6,6,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2001,2400,-0.064,1981-03-22,좌타좌투,우익수,좌익수,0.167,0.167,0.167,0.334,2002,1,0
조동화,24,110,345,281,41,74,67,2,4,1,87,19,19,5,19,3,22,0,55,2,41,1,2005,2000,-0.455,1981-03-22,좌타좌투,우익수,좌익수,0.263,0.316,0.31,0.626,2006,139,0.547
조동화,25,65,163,139,20,28,21,3,4,0,39,12,8,1,11,2,13,0,25,1,9,2,2006,4500,-0.216,1981-03-22,좌타좌투,우익수,좌익수,0.201,0.266,0.281,0.547,2007,290,0.673
조동화,26,121,345,290,48,79,68,8,3,0,93,18,25,6,31,7,38,1,59,1,13,4,2007,4000,1.22,1981-03-22,좌타좌투,우익수,좌익수,0.272,0.352,0.321,0.673,2008,283,0.689
조동화,27,103,337,283,43,79,70,4,4,1,94,26,19,3,33,3,36,2,56,6,15,3,2008,7500,1.132,1981-03-22,좌타좌투,우익수,좌익수,0.279,0.357,0.332,0.689,2009,169,0.465
조동화,28,102,191,169,22,30,23,4,3,0,40,8,7,3,8,3,11,0,49,2,11,0,2009,10500,-1.523,1981-03-22,좌타좌투,우익수,좌익수,0.178,0.228,0.237,0.465,2010,250,0.648
조동화,29,115,300,250,38,61,50,7,1,3,79,27,15,2,27,7,34,0,56,1,14,2,2010,9000,0.285,1981-03-22,좌타좌투,우익수,좌익수,0.244,0.332,0.316,0.648,2011,296,0.582
조동화,30,114,345,296,42,70,59,9,2,0,83,16,10,6,27,1,28,0,51,1,21,0,2011,11000,-0.04,1981-03-22,좌타좌투,우익수,좌익수,0.236,0.302,0.28,0.582,2012,62,0.588
조동화,31,24,77,62,6,15,13,2,0,0,17,3,3,3,7,0,7,0,16,0,7,1,2012,11000,-0.177,1981-03-22,좌타좌투,우익수,좌익수,0.242,0.314,0.274,0.588,2013,332,0.664
조동화,32,105,405,332,52,85,71,11,3,0,102,19,24,9,46,8,54,1,76,3,16,3,2013,9000,0.826,1981-03-22,좌타좌투,우익수,좌익수,0.256,0.357,0.307,0.664,2014,443,0.655
조동화,33,125,522,443,74,116,97,12,5,2,144,52,37,7,43,4,47,1,72,8,28,4,2014,12000,0.168,1981-03-22,좌타좌투,우익수,좌익수,0.262,0.33,0.325,0.655,2015,245,0.669
조동화,34,119,304,245,38,64,55,6,1,2,78,15,18,3,30,5,35,0,50,2,22,2,2015,30000,0.327,1981-03-22,좌타좌투,우익수,좌익수,0.261,0.351,0.318,0.669,2016,143,0.596
박재상,23,31,49,46,3,6,5,1,0,0,7,1,3,1,3,0,3,0,17,0,0,0,2005,2000,-0.48,1982-07-20,좌타좌투,좌익수,좌익수,0.13,0.184,0.152,0.336,2006,172,0.698
박재상,24,65,201,172,24,43,28,10,2,3,66,23,6,5,14,3,17,0,40,2,10,2,2006,2200,0.544,1982-07-20,좌타좌투,좌익수,좌익수,0.25,0.314,0.384,0.698,2007,312,0.79
박재상,25,123,368,312,53,84,57,16,1,10,132,37,21,7,42,6,48,2,50,5,8,0,2007,3200,2.527,1982-07-20,좌타좌투,좌익수,좌익수,0.269,0.367,0.423,0.79,2008,314,0.704
박재상,26,94,363,314,46,86,66,18,1,1,109,34,21,9,36,5,41,0,50,3,7,1,2008,7000,1.406,1982-07-20,좌타좌투,좌익수,좌익수,0.274,0.357,0.347,0.704,2009,515,0.838
박재상,27,133,614,515,84,152,102,31,4,15,236,81,33,11,68,6,74,1,107,7,20,5,2009,10000,3.349,1982-07-20,좌타좌투,좌익수,좌익수,0.295,0.38,0.458,0.838,2010,321,0.719
박재상,28,97,384,321,57,82,56,19,1,6,121,42,9,6,38,7,45,1,63,2,13,5,2010,16000,0.778,1982-07-20,좌타좌투,좌익수,좌익수,0.255,0.342,0.377,0.719,2011,301,0.716
박재상,29,93,352,301,37,77,52,17,4,4,114,39,13,5,33,5,38,1,54,7,11,2,2011,17000,1.192,1982-07-20,좌타좌투,좌익수,좌익수,0.256,0.337,0.379,0.716,2012,269,0.609
박재상,30,100,322,269,37,58,42,12,0,4,82,23,6,9,34,1,35,0,60,8,16,2,2012,16000,-0.297,1982-07-20,좌타좌투,좌익수,좌익수,0.216,0.304,0.305,0.609,2013,262,0.736
박재상,31,103,305,262,37,69,50,9,2,8,106,36,14,1,25,3,28,2,50,4,12,3,2013,14000,1.059,1982-07-20,좌타좌투,좌익수,좌익수,0.263,0.331,0.405,0.736,2014,63,0.613
박재상,32,38,77,63,9,12,8,2,1,1,19,6,2,1,9,2,11,1,13,1,3,0,2014,16000,-0.098,1982-07-20,좌타좌투,좌익수,좌익수,0.19,0.311,0.302,0.613,2015,250,0.735
박재상,33,108,292,250,34,62,41,12,2,7,99,37,4,5,32,3,35,0,53,4,6,1,2015,20000,0.137,1982-07-20,좌타좌투,좌익수,좌익수,0.248,0.339,0.396,0.735,2016,255,0.794
안치용,23,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,2400,-0.047,1979-02-23,우타우투,좌익수,좌익수,0,0,0,0,2003,42,0.363
안치용,24,37,49,42,9,5,3,2,0,0,7,7,4,0,4,0,4,0,12,0,3,0,2003,2000,-0.381,1979-02-23,우타우투,좌익수,좌익수,0.119,0.196,0.167,0.363,2004,29,0.429
안치용,25,22,35,29,5,3,1,2,0,0,5,5,1,0,4,2,6,0,11,0,0,0,2004,2000,-0.128,1979-02-23,우타우투,좌익수,좌익수,0.103,0.257,0.172,0.429,2005,7,0.286
안치용,26,13,8,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2005,2700,-0.104,1979-02-23,우타우투,좌익수,좌익수,0.143,0.143,0.143,0.286,2006,28,0.232
안치용,27,20,31,28,2,2,2,0,0,0,2,0,0,0,3,0,3,0,8,0,0,0,2006,2800,-0.352,1979-02-23,우타우투,좌익수,좌익수,0.071,0.161,0.071,0.232,2007,18,0.541
안치용,28,12,19,18,2,4,3,1,0,0,5,1,1,0,1,0,1,0,4,0,0,0,2007,2800,0.011,1979-02-23,우타우투,좌익수,좌익수,0.222,0.263,0.278,0.541,2008,370,0.795
안치용,29,101,421,370,46,109,72,27,3,7,163,52,7,2,39,0,39,1,79,6,3,9,2008,3000,2.602,1979-02-23,우타우투,좌익수,좌익수,0.295,0.354,0.441,0.795,2009,224,0.655
안치용,30,90,256,224,29,53,42,5,1,5,75,30,3,2,27,1,28,1,47,3,3,1,2009,6600,-0.142,1979-02-23,우타우투,좌익수,좌익수,0.237,0.32,0.335,0.655,2010,48,0.81
안치용,31,30,58,48,3,15,13,1,0,1,19,4,2,1,8,1,9,0,10,2,0,1,2010,6600,0.372,1979-02-23,우타우투,좌익수,좌익수,0.312,0.414,0.396,0.81,2011,219,0.937
안치용,32,93,267,219,45,68,48,8,0,12,112,42,3,0,44,1,45,0,56,2,2,1,2011,5500,3.075,1979-02-23,우타우투,좌익수,좌익수,0.311,0.426,0.511,0.937,2012,198,0.704
안치용,33,92,232,198,23,44,27,10,1,6,74,23,3,0,31,1,32,0,66,3,2,0,2012,8500,1.063,1979-02-23,우타우투,좌익수,좌익수,0.222,0.33,0.374,0.704,2013,41,0.628
임훈,25,76,202,172,22,40,29,8,2,1,55,14,7,5,20,0,20,1,32,1,7,3,2010,2400,-0.246,1985-07-17,좌타좌투,좌익수,우익수,0.233,0.308,0.32,0.628,2011,229,0.713
임훈,26,93,281,229,34,61,46,9,6,0,82,24,5,5,33,0,33,0,33,4,16,3,2011,5000,0.652,1985-07-17,좌타좌투,좌익수,우익수,0.266,0.355,0.358,0.713,2012,314,0.626
임훈,27,117,348,314,36,84,72,8,4,0,100,26,3,5,18,1,19,0,56,7,14,1,2012,8500,0.11,1985-07-17,좌타좌투,좌익수,우익수,0.268,0.308,0.318,0.626,2013,81,0.502
임훈,28,40,87,81,6,18,17,1,0,0,19,5,0,0,4,1,5,0,14,4,1,0,2013,10000,-0.402,1985-07-17,좌타좌투,좌익수,우익수,0.222,0.267,0.235,0.502,2014,277,0.797
임훈,29,90,330,277,47,87,71,13,1,2,108,27,9,2,37,8,45,0,61,4,6,2,2014,7500,1.727,1985-07-17,좌타좌투,좌익수,우익수,0.314,0.407,0.39,0.797,2015,252,0.708
임훈,30,88,296,252,44,70,56,12,1,1,87,24,3,2,26,9,35,0,44,5,7,2,2015,7500,0.019,1985-07-17,좌타좌투,좌익수,우익수,0.278,0.363,0.345,0.708,2016,180,0.614
임훈,31,60,198,180,20,47,42,4,0,1,54,14,8,4,12,2,14,0,26,6,4,0,2016,13000,-0.409,1985-07-17,좌타좌투,좌익수,우익수,0.261,0.314,0.3,0.614,2017,82,0.623
임훈,32,42,85,82,8,24,23,1,0,0,25,7,1,2,2,1,3,0,16,3,0,0,2017,10000,-0.251,1985-07-17,좌타좌투,좌익수,우익수,0.293,0.318,0.305,0.623,2018,83,0.593
김동엽,26,57,150,143,19,48,34,8,0,6,74,23,2,1,5,1,6,0,41,3,0,1,2016,2700,0.461,1990-07-24,우타우투,지명타자,좌익수,0.336,0.36,0.517,0.877,2017,393,0.825
김동엽,27,125,428,393,58,109,68,18,1,22,195,70,2,4,23,9,32,1,62,6,0,3,2017,4700,1.526,1990-07-24,우타우투,지명타자,좌익수,0.277,0.329,0.496,0.825,2018,421,0.765
김동엽,28,124,446,421,58,106,64,15,0,27,202,76,11,2,17,4,21,0,108,13,1,3,2018,11500,-0.123,1990-07-24,우타우투,지명타자,좌익수,0.252,0.285,0.48,0.765,2019,195,0.603
최재원,23,52,56,45,4,6,4,2,0,0,8,3,2,1,10,0,10,0,18,1,1,0,2013,2400,-0.288,1990-07-30,우타우투,2루수,3루수,0.133,0.291,0.178,0.469,2014,1,0.5
최재원,24,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2014,2500,-0.06,1990-07-30,우타우투,2루수,3루수,0,0.5,0,0.5,2015,85,0.778
최재원,25,114,102,85,31,21,11,8,0,2,35,13,14,5,10,6,16,0,29,1,1,0,2015,2700,0.759,1990-07-30,우타우투,2루수,3루수,0.247,0.366,0.412,0.778,2016,81,0.975
최재원,26,28,105,81,20,27,20,3,0,4,42,16,3,1,17,3,20,0,17,2,2,2,2016,5000,1.231,1990-07-30,우타우투,2루수,3루수,0.333,0.456,0.519,0.975,2017,142,0.578
백승현,22,9,30,23,2,5,4,1,0,0,6,1,0,1,5,1,6,0,6,0,1,0,2017,2400,0.024,1995-05-26,우타우투,3루수,유격수,0.217,0.379,0.261,0.64,2018,8,0.5
백승현,23,5,8,8,1,2,2,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2018,3000,-0.001,1995-05-26,우타우투,3루수,유격수,0.25,0.25,0.25,0.5,2019,30,0.367
정주현,19,6,11,11,2,1,0,0,0,1,4,1,0,0,0,0,0,0,7,0,0,0,2009,2400,-0.1,1990-10-13,우타우투,2루수,2루수,0.091,0.091,0.364,0.455,2010,9,0.495
정주현,20,8,11,9,0,2,2,0,0,0,2,2,1,1,1,0,1,0,4,0,0,1,2010,2400,-0.058,1990-10-13,우타우투,2루수,2루수,0.222,0.273,0.222,0.495,2011,18,0.453
정주현,21,15,21,18,6,3,3,0,0,0,3,2,2,0,3,0,3,0,4,1,0,0,2011,2600,-0.01,1990-10-13,우타우투,2루수,2루수,0.167,0.286,0.167,0.453,2012,23,0.414
정주현,22,18,25,23,5,4,4,0,0,0,4,1,4,1,2,0,2,0,9,0,0,0,2012,2800,-0.05,1990-10-13,우타우투,2루수,2루수,0.174,0.24,0.174,0.414,2013,83,0.653
정주현,26,99,257,225,30,50,36,12,1,1,67,22,5,5,28,0,28,0,66,1,2,2,2016,5000,-1.182,1990-10-13,우타우투,2루수,2루수,0.222,0.306,0.298,0.604,2017,8,0
정주현,27,15,9,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,2017,6000,-0.324,1990-10-13,우타우투,2루수,2루수,0,0,0,0,2018,303,0.704
정주현,28,115,339,303,48,79,57,14,2,6,115,31,18,3,27,2,29,0,68,9,6,1,2018,5000,1.037,1990-10-13,우타우투,2루수,2루수,0.261,0.324,0.38,0.704,2019,376,0.6
김용의,27,83,219,194,22,48,42,4,0,2,58,21,5,4,17,0,17,1,50,1,5,3,2012,2400,-0.22,1985-08-20,좌타우투,1루수,중견수,0.247,0.304,0.299,0.603,2013,301,0.725
김용의,28,109,348,301,42,83,67,6,5,5,114,34,21,7,34,0,34,2,58,6,10,3,2013,5000,0.91,1985-08-20,좌타우투,1루수,중견수,0.276,0.346,0.379,0.725,2014,183,0.607
김용의,29,103,208,183,31,44,36,7,1,0,53,22,9,7,19,2,21,0,46,2,3,1,2014,10000,-0.388,1985-08-20,좌타우투,1루수,중견수,0.24,0.317,0.29,0.607,2015,171,0.639
김용의,30,71,199,171,30,43,37,5,1,0,50,15,11,6,22,3,25,1,38,3,3,0,2015,6000,-0.367,1985-08-20,좌타우투,1루수,중견수,0.251,0.347,0.292,0.639,2016,308,0.8
김용의,31,105,347,308,62,98,75,18,4,1,127,20,19,7,35,0,35,0,64,6,4,0,2016,6000,1.979,1985-08-20,좌타우투,1루수,중견수,0.318,0.388,0.412,0.8,2017,164,0.673
김용의,32,60,189,164,17,44,36,6,2,0,54,8,9,4,19,0,19,0,49,2,6,0,2017,12000,0.199,1985-08-20,좌타우투,1루수,중견수,0.268,0.344,0.329,0.673,2018,159,0.543
김용의,33,114,185,159,28,37,35,2,0,0,39,13,10,1,16,0,16,1,32,1,7,3,2018,9000,-0.668,1985-08-20,좌타우투,1루수,중견수,0.233,0.298,0.245,0.543,2019,179,0.595
오지환,19,5,10,9,1,1,1,0,0,0,1,1,0,0,1,0,1,0,5,0,0,0,2009,2400,-0.091,1990-03-12,좌타우투,유격수,유격수,0.111,0.2,0.111,0.311,2010,352,0.755
오지환,20,125,417,352,59,85,53,13,6,13,149,61,13,2,44,7,51,0,137,1,7,7,2010,2400,2.717,1990-03-12,좌타우투,유격수,유격수,0.241,0.332,0.423,0.755,2011,156,0.594
오지환,21,63,180,156,17,33,24,7,0,2,46,15,5,2,19,1,20,0,57,2,3,1,2011,10200,0.358,1990-03-12,좌타우투,유격수,유격수,0.212,0.299,0.295,0.594,2012,462,0.714
오지환,22,133,540,462,66,115,79,22,2,12,177,53,23,14,55,6,61,4,122,6,9,8,2012,4800,3.497,1990-03-12,좌타우투,유격수,유격수,0.249,0.331,0.383,0.714,2013,441,0.746
오지환,23,124,514,441,81,113,76,20,8,9,176,47,30,7,54,9,63,0,113,7,7,3,2013,10200,3.91,1990-03-12,좌타우투,유격수,유격수,0.256,0.347,0.399,0.746,2014,397,0.767
오지환,24,113,464,397,72,104,68,20,8,8,164,56,28,12,51,7,58,2,102,8,6,3,2014,15000,2.526,1990-03-12,좌타우투,유격수,유격수,0.262,0.354,0.413,0.767,2015,497,0.8
오지환,25,138,566,497,76,138,82,41,4,11,220,56,25,10,59,4,63,1,121,2,3,3,2015,25000,6.573,1990-03-12,좌타우투,유격수,유격수,0.278,0.357,0.443,0.8,2016,393,0.881
오지환,26,121,472,393,73,110,71,14,5,20,194,78,17,9,65,7,72,0,97,7,2,5,2016,25000,4.44,1990-03-12,좌타우투,유격수,유격수,0.28,0.387,0.494,0.881,2017,334,0.769
오지환,27,107,390,334,47,91,66,13,4,8,136,39,10,5,45,5,50,2,105,8,1,5,2017,35000,2.74,1990-03-12,좌타우투,유격수,유격수,0.272,0.362,0.407,0.769,2018,533,0.75
오지환,28,144,617,533,93,148,109,26,2,11,211,71,10,5,59,7,66,3,146,6,12,6,2018,29000,3.096,1990-03-12,좌타우투,유격수,유격수,0.278,0.354,0.396,0.75,2019,473,0.717
윤진호,23,3,8,6,1,2,1,1,0,0,3,2,0,0,1,0,1,0,1,2,1,0,2009,2400,0.057,1986-06-23,우타우투,3루수,2루수,0.333,0.429,0.5,0.929,2010,6,0
윤진호,24,17,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2010,2400,-0.13,1986-06-23,우타우투,3루수,2루수,0,0,0,0,2011,88,0.418
윤진호,25,75,99,88,11,14,10,4,0,0,18,2,2,1,6,0,6,0,26,3,5,0,2011,2600,-0.538,1986-06-23,우타우투,3루수,2루수,0.159,0.213,0.205,0.418,2012,12,0.237
윤진호,29,30,13,12,3,1,1,0,0,0,1,1,1,0,0,0,0,0,3,0,1,0,2015,3300,-0.08,1986-06-23,우타우투,3루수,2루수,0.083,0.083,0.083,0.166,2016,21,0.38
윤진호,30,34,23,21,3,4,4,0,0,0,4,0,1,0,0,0,0,0,6,1,2,0,2016,3300,-0.169,1986-06-23,우타우투,3루수,2루수,0.19,0.19,0.19,0.38,2017,3,0.666
윤진호,31,14,3,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2017,4000,-0.069,1986-06-23,우타우투,3루수,2루수,0.333,0.333,0.333,0.666,2018,53,0.527
윤진호,32,102,61,53,13,11,8,3,0,0,14,4,0,1,2,2,4,0,14,2,4,0,2018,4200,-0.292,1986-06-23,우타우투,3루수,2루수,0.208,0.263,0.264,0.527,2019,59,0.303
양원혁,27,7,6,5,3,2,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2018,2900,0.096,1991-07-21,좌타우투,2루수,2루수,0.4,0.5,0.4,0.9,2019,0,
김재율,22,25,28,24,2,6,4,2,0,0,8,4,0,0,4,0,4,0,7,2,0,0,2011,2400,0.062,1989-01-14,우타우투,3루수,1루수,0.25,0.357,0.333,0.69,2012,36,0.338
